order_id,customer_id,order_date,channel,store_id,order_status
ORD0014395,CUST00523,2023-02-25,Online,,Returned
ORD0014396,CUST04822,2023-02-24,Store,STORE005,Returned
ORD0014397,CUST03227,2024-07-31,App,,Cancelled
ORD0014398,CUST00341,2023-01-03,Online,,Delivered
ORD0014399,CUST03657,2024-12-12,App,,Returned
ORD0014400,CUST04652,2024-07-20,App,,Returned
ORD0014401,CUST03601,2024-08-15,Store,STORE017,Returned
ORD0014402,CUST00379,2024-02-10,Store,STORE021,Returned
ORD0014403,CUST00245,2024-01-09,Online,,Returned
ORD0014404,CUST01872,2023-09-01,App,,Delivered
ORD0014405,CUST04889,2023-02-11,App,,Returned
ORD0014406,CUST04712,2023-10-04,Store,STORE017,Delivered
ORD0014407,CUST03478,2024-12-19,Store,STORE036,Delivered
ORD0014408,CUST01843,2023-12-19,App,,Delivered
ORD0014409,CUST01667,2024-05-23,App,,Delivered
ORD0014410,CUST01507,2024-10-21,Online,,Cancelled
ORD0014411,CUST03996,2024-09-22,App,,Shipped
ORD0014412,CUST00236,2023-04-02,Online,,Delivered
ORD0014413,CUST04433,2024-06-10,App,,Cancelled
ORD0014414,CUST00268,2024-06-23,Store,STORE039,Delivered
ORD0014415,CUST04505,2023-06-03,Store,STORE040,Returned
ORD0014416,CUST00512,2023-05-01,Store,STORE033,Cancelled
ORD0014417,CUST03529,2024-03-17,Online,,Cancelled
ORD0014418,CUST02902,2023-01-05,Online,,Returned
ORD0014419,CUST00283,2023-11-04,Online,,Delivered
ORD0014420,CUST00607,2023-05-27,Store,STORE040,Delivered
ORD0014421,CUST02529,2023-05-02,App,,Delivered
ORD0014422,CUST02590,2024-11-01,Online,,Shipped
ORD0014423,CUST01803,2024-10-21,App,,Cancelled
ORD0014424,CUST01184,2024-09-06,Online,,Returned
ORD0014425,CUST01791,2024-11-25,Online,,Shipped
ORD0014426,CUST02786,2023-05-07,Store,STORE014,Delivered
ORD0014427,CUST00309,2023-04-24,App,,Delivered
ORD0014428,CUST03500,2024-12-25,Online,,Returned
ORD0014429,CUST02093,2023-09-24,Store,STORE027,Returned
ORD0014430,CUST02038,2024-02-22,Store,STORE031,Cancelled
ORD0014431,CUST00952,2023-02-10,App,,Cancelled
ORD0014432,CUST00495,2024-09-10,Store,STORE048,Returned
ORD0014433,CUST01665,2023-11-19,App,,Shipped
ORD0014434,CUST03538,2023-12-11,Online,,Delivered
ORD0014435,CUST00665,2023-10-12,App,,Delivered
ORD0014436,CUST00846,2024-09-13,App,,Shipped
ORD0014437,CUST04302,2023-03-17,Online,,Shipped
ORD0014438,CUST02109,2024-12-02,App,,Returned
ORD0014439,CUST03497,2023-02-20,Store,STORE041,Delivered
ORD0014440,CUST01570,2024-05-30,Online,,Cancelled
ORD0014441,CUST00098,2023-10-20,App,,Delivered
ORD0014442,CUST03831,2024-04-15,Online,,Cancelled
ORD0014443,CUST04915,2023-11-21,Online,,Shipped
ORD0014444,CUST00288,2023-07-12,Store,STORE038,Shipped
ORD0014445,CUST01994,2023-10-30,App,,Shipped
ORD0014446,CUST04670,2024-01-16,App,,Shipped
ORD0014447,CUST01484,2024-08-31,Online,,Delivered
ORD0014448,CUST03934,2024-08-14,Online,,Delivered
ORD0014449,CUST01861,2024-05-02,Store,STORE008,Delivered
ORD0014450,CUST00515,2024-05-24,App,,Delivered
ORD0014451,CUST01514,2024-10-24,Online,,Delivered
ORD0014452,CUST01926,2024-11-22,App,,Cancelled
ORD0014453,CUST04985,2023-07-09,Store,STORE044,Cancelled
ORD0014454,CUST03088,2023-09-15,Store,STORE026,Shipped
ORD0014455,CUST00342,2023-03-02,Store,STORE025,Delivered
ORD0014456,CUST03621,2023-09-25,App,,Returned
ORD0014457,CUST00543,2023-10-28,Online,,Returned
ORD0014458,CUST00090,2023-08-29,Online,,Returned
ORD0014459,CUST03683,2023-02-17,Online,,Cancelled
ORD0014460,CUST04382,2023-05-19,Online,,Returned
ORD0014461,CUST02497,2023-07-13,Store,STORE032,Shipped
ORD0014462,CUST03860,2024-09-21,Store,STORE014,Cancelled
ORD0014463,CUST02921,2023-06-11,Store,STORE008,Delivered
ORD0014464,CUST01571,2023-11-20,App,,Returned
ORD0014465,CUST00829,2024-03-07,Store,STORE025,Delivered
ORD0014466,CUST01022,2024-12-17,Store,STORE025,Shipped
ORD0014467,CUST03647,2024-05-31,Store,STORE002,Returned
ORD0014468,CUST01602,2024-05-21,Online,,Cancelled
ORD0014469,CUST04826,2023-03-01,Store,STORE040,Shipped
ORD0014470,CUST01249,2024-05-03,App,,Cancelled
ORD0014471,CUST03496,2024-04-14,Store,STORE031,Returned
ORD0014472,CUST02966,2023-04-02,Store,STORE036,Returned
ORD0014473,CUST04621,2024-06-21,Online,,Cancelled
ORD0014474,CUST00429,2024-06-12,Store,STORE010,Shipped
ORD0014475,CUST00849,2024-11-08,Store,STORE008,Shipped
ORD0014476,CUST04919,2024-07-14,Store,STORE030,Cancelled
ORD0014477,CUST03265,2024-07-10,Online,,Returned
ORD0014478,CUST02579,2023-10-30,App,,Returned
ORD0014479,CUST01774,2023-06-11,App,,Cancelled
ORD0014480,CUST00570,2024-05-25,Online,,Cancelled
ORD0014481,CUST03369,2024-12-09,App,,Cancelled
ORD0014482,CUST00794,2023-03-26,Store,STORE048,Shipped
ORD0014483,CUST04261,2024-12-08,Online,,Shipped
ORD0014484,CUST04030,2023-10-27,Store,STORE035,Returned
ORD0014485,CUST01425,2023-04-21,Online,,Cancelled
ORD0014486,CUST04117,2023-04-27,Online,,Cancelled
ORD0014487,CUST00314,2024-06-29,Store,STORE037,Shipped
ORD0014488,CUST03711,2024-10-24,Online,,Cancelled
ORD0014489,CUST01135,2023-05-07,Store,STORE032,Shipped
ORD0014490,CUST01426,2024-04-18,App,,Delivered
ORD0014491,CUST00119,2023-08-05,Store,STORE012,Shipped
ORD0014492,CUST00880,2023-12-13,Store,STORE046,Returned
ORD0014493,CUST00313,2024-05-13,Online,,Delivered
ORD0014494,CUST04297,2023-09-23,App,,Returned
ORD0014495,CUST01886,2024-09-28,App,,Cancelled
ORD0014496,CUST03691,2023-12-08,Store,STORE016,Shipped
ORD0014497,CUST02599,2024-07-27,Online,,Cancelled
ORD0014498,CUST02452,2024-05-25,Online,,Cancelled
ORD0014499,CUST02168,2024-07-23,Online,,Returned
ORD0014500,CUST01077,2023-03-10,App,,Cancelled
ORD0014501,CUST02157,2024-05-14,Store,STORE018,Delivered
ORD0014502,CUST00035,2024-01-16,App,,Delivered
ORD0014503,CUST02768,2024-02-25,App,,Delivered
ORD0014504,CUST04539,2023-09-01,App,,Delivered
ORD0014505,CUST02875,2023-05-01,Online,,Shipped
ORD0014506,CUST01195,2023-09-08,App,,Returned
ORD0014507,CUST00903,2023-03-29,Store,STORE023,Returned
ORD0014508,CUST03152,2023-10-14,Online,,Shipped
ORD0014509,CUST00782,2024-01-20,Store,STORE015,Shipped
ORD0014510,CUST01446,2023-07-20,App,,Returned
ORD0014511,CUST04186,2024-04-30,Online,,Shipped
ORD0014512,CUST00468,2024-05-18,Online,,Returned
ORD0014513,CUST00740,2024-01-08,App,,Shipped
ORD0014514,CUST00406,2023-08-11,App,,Shipped
ORD0014515,CUST03988,2024-11-03,Store,STORE044,Returned
ORD0014516,CUST03281,2023-11-18,App,,Cancelled
ORD0014517,CUST01053,2023-02-15,App,,Returned
ORD0014518,CUST00764,2023-08-01,App,,Shipped
ORD0014519,CUST02094,2023-10-31,Store,STORE038,Shipped
ORD0014520,CUST03790,2024-08-20,Store,STORE044,Returned
ORD0014521,CUST00707,2024-09-08,Online,,Delivered
ORD0014522,CUST03112,2024-08-29,Online,,Delivered
ORD0014523,CUST02209,2024-02-19,Online,,Delivered
ORD0014524,CUST02782,2023-07-01,App,,Cancelled
ORD0014525,CUST03678,2023-04-27,App,,Returned
ORD0014526,CUST04492,2023-05-17,App,,Shipped
ORD0014527,CUST02313,2024-07-25,App,,Delivered
ORD0014528,CUST03813,2023-07-18,Store,STORE011,Cancelled
ORD0014529,CUST00718,2023-02-18,App,,Delivered
ORD0014530,CUST00226,2023-09-28,Store,STORE012,Delivered
ORD0014531,CUST04984,2024-01-01,App,,Cancelled
ORD0014532,CUST04588,2024-10-25,Store,STORE011,Shipped
ORD0014533,CUST02025,2023-02-25,Online,,Cancelled
ORD0014534,CUST02946,2024-03-21,Store,STORE028,Cancelled
ORD0014535,CUST02714,2023-12-08,Online,,Shipped
ORD0014536,CUST04920,2024-10-22,Online,,Delivered
ORD0014537,CUST04481,2024-12-17,App,,Returned
ORD0014538,CUST03169,2023-09-18,Store,STORE016,Shipped
ORD0014539,CUST00866,2023-11-10,Store,STORE046,Returned
ORD0014540,CUST03609,2024-08-29,App,,Returned
ORD0014541,CUST00036,2023-09-25,Online,,Cancelled
ORD0014542,CUST04125,2023-03-16,Online,,Returned
ORD0014543,CUST00368,2024-03-10,App,,Returned
ORD0014544,CUST02614,2024-05-07,Store,STORE008,Shipped
ORD0014545,CUST04131,2024-12-09,App,,Shipped
ORD0014546,CUST01648,2023-10-08,Store,STORE041,Shipped
ORD0014547,CUST03552,2024-04-30,Online,,Cancelled
ORD0014548,CUST04606,2023-09-05,App,,Cancelled
ORD0014549,CUST01694,2024-10-16,Online,,Cancelled
ORD0014550,CUST00024,2024-11-28,Store,STORE015,Shipped
ORD0014551,CUST04387,2024-06-24,App,,Cancelled
ORD0014552,CUST00887,2023-02-03,App,,Cancelled
ORD0014553,CUST04362,2023-12-21,App,,Returned
ORD0014554,CUST01981,2023-12-31,App,,Returned
ORD0014555,CUST00744,2023-07-08,Store,STORE046,Cancelled
ORD0014556,CUST00831,2024-09-15,App,,Cancelled
ORD0014557,CUST03403,2023-03-05,Online,,Cancelled
ORD0014558,CUST00397,2024-07-13,Store,STORE049,Shipped
ORD0014559,CUST00039,2024-03-25,App,,Shipped
ORD0014560,CUST01649,2024-12-22,Online,,Returned
ORD0014561,CUST03929,2023-11-26,App,,Cancelled
ORD0014562,CUST03785,2023-01-03,Store,STORE019,Shipped
ORD0014563,CUST02560,2024-10-12,Store,STORE003,Returned
ORD0014564,CUST02435,2024-07-14,App,,Returned
ORD0014565,CUST04873,2023-08-08,App,,Shipped
ORD0014566,CUST02541,2024-11-27,App,,Cancelled
ORD0014567,CUST04310,2024-03-08,Online,,Cancelled
ORD0014568,CUST03186,2023-11-01,Store,STORE042,Cancelled
ORD0014569,CUST04965,2023-11-04,App,,Shipped
ORD0014570,CUST04136,2023-03-08,App,,Returned
ORD0014571,CUST00090,2023-06-13,Online,,Delivered
ORD0014572,CUST02963,2023-05-11,Online,,Delivered
ORD0014573,CUST02750,2024-10-26,App,,Cancelled
ORD0014574,CUST01123,2024-05-31,App,,Shipped
ORD0014575,CUST02218,2023-05-17,Store,STORE048,Shipped
ORD0014576,CUST01135,2024-10-04,Store,STORE024,Cancelled
ORD0014577,CUST03885,2023-09-13,App,,Shipped
ORD0014578,CUST02384,2023-09-10,App,,Cancelled
ORD0014579,CUST02064,2023-05-04,Store,STORE039,Delivered
ORD0014580,CUST04193,2024-07-03,Store,STORE048,Returned
ORD0014581,CUST03857,2023-11-18,Store,STORE015,Shipped
ORD0014582,CUST04099,2023-03-09,Store,STORE025,Cancelled
ORD0014583,CUST02909,2024-10-30,Online,,Shipped
ORD0014584,CUST01675,2024-10-27,Store,STORE041,Returned
ORD0014585,CUST01891,2024-05-31,App,,Delivered
ORD0014586,CUST04609,2023-08-18,Store,STORE045,Delivered
ORD0014587,CUST00160,2024-07-12,App,,Shipped
ORD0014588,CUST03065,2023-05-28,Store,STORE006,Returned
ORD0014589,CUST00698,2023-09-27,Online,,Cancelled
ORD0014590,CUST04280,2024-06-19,Store,STORE000,Delivered
ORD0014591,CUST04078,2023-06-05,App,,Cancelled
ORD0014592,CUST04688,2024-02-08,Store,STORE023,Delivered
ORD0014593,CUST03687,2024-01-31,Store,STORE043,Delivered
ORD0014594,CUST03236,2024-08-24,Online,,Returned
ORD0014595,CUST04613,2023-07-22,Store,STORE036,Returned
ORD0014596,CUST04808,2024-07-15,Online,,Cancelled
ORD0014597,CUST03873,2024-02-29,Store,STORE017,Shipped
ORD0014598,CUST00483,2023-09-24,Store,STORE048,Returned
ORD0014599,CUST00413,2024-07-19,Online,,Delivered
ORD0014600,CUST02739,2023-05-30,Store,STORE041,Delivered
ORD0014601,CUST03229,2024-03-11,Store,STORE025,Returned
ORD0014602,CUST01748,2023-05-05,Store,STORE044,Shipped
ORD0014603,CUST02897,2023-04-10,Store,STORE031,Shipped
ORD0014604,CUST01910,2024-07-05,Online,,Returned
ORD0014605,CUST02270,2023-10-09,Online,,Returned
ORD0014606,CUST00938,2023-02-05,App,,Delivered
ORD0014607,CUST00037,2023-07-18,Online,,Delivered
ORD0014608,CUST00390,2024-01-22,Store,STORE001,Delivered
ORD0014609,CUST00699,2024-03-11,Store,STORE011,Cancelled
ORD0014610,CUST02557,2023-01-16,App,,Delivered
ORD0014611,CUST02624,2023-03-02,Online,,Shipped
ORD0014612,CUST02728,2023-11-18,Online,,Cancelled
ORD0014613,CUST02994,2024-03-26,Online,,Returned
ORD0014614,CUST03113,2024-04-20,App,,Delivered
ORD0014615,CUST04215,2024-01-26,App,,Returned
ORD0014616,CUST01172,2024-04-14,Store,STORE040,Returned
ORD0014617,CUST04354,2024-10-19,App,,Delivered
ORD0014618,CUST03350,2023-12-20,App,,Cancelled
ORD0014619,CUST04792,2023-02-18,App,,Delivered
ORD0014620,CUST01445,2023-06-01,App,,Cancelled
ORD0014621,CUST00885,2023-05-03,App,,Cancelled
ORD0014622,CUST01564,2023-06-12,App,,Returned
ORD0014623,CUST00183,2024-08-30,App,,Shipped
ORD0014624,CUST03368,2024-08-29,App,,Cancelled
ORD0014625,CUST02466,2023-02-17,App,,Returned
ORD0014626,CUST01996,2024-04-07,Online,,Delivered
ORD0014627,CUST00717,2024-09-01,App,,Returned
ORD0014628,CUST03886,2024-09-10,Store,STORE015,Delivered
ORD0014629,CUST01884,2023-06-10,App,,Cancelled
ORD0014630,CUST03773,2023-12-26,App,,Shipped
ORD0014631,CUST01890,2023-10-30,Store,STORE037,Returned
ORD0014632,CUST02655,2024-07-08,Store,STORE005,Delivered
ORD0014633,CUST00519,2023-06-16,Online,,Delivered
ORD0014634,CUST03315,2023-12-15,Store,STORE043,Shipped
ORD0014635,CUST00108,2023-10-22,Online,,Returned
ORD0014636,CUST03062,2024-06-25,Online,,Delivered
ORD0014637,CUST04394,2024-09-11,Store,STORE045,Cancelled
ORD0014638,CUST04069,2023-02-25,App,,Delivered
ORD0014639,CUST04072,2023-09-13,Online,,Cancelled
ORD0014640,CUST02135,2024-05-31,Store,STORE009,Delivered
ORD0014641,CUST00632,2023-03-16,App,,Cancelled
ORD0014642,CUST01632,2024-12-17,Store,STORE040,Shipped
ORD0014643,CUST00783,2024-10-29,Store,STORE013,Cancelled
ORD0014644,CUST04528,2024-12-15,App,,Cancelled
ORD0014645,CUST01386,2024-10-07,Online,,Cancelled
ORD0014646,CUST04212,2024-11-10,Online,,Returned
ORD0014647,CUST01526,2023-04-05,App,,Delivered
ORD0014648,CUST04583,2023-04-09,App,,Delivered
ORD0014649,CUST00138,2023-10-16,Online,,Shipped
ORD0014650,CUST03427,2023-04-07,Online,,Returned
ORD0014651,CUST00644,2023-05-19,Store,STORE025,Shipped
ORD0014652,CUST04963,2024-03-21,Online,,Shipped
ORD0014653,CUST03120,2024-11-19,Store,STORE008,Delivered
ORD0014654,CUST03067,2024-01-31,Store,STORE041,Delivered
ORD0014655,CUST04763,2024-08-11,Online,,Cancelled
ORD0014656,CUST01954,2024-07-01,Store,STORE020,Delivered
ORD0014657,CUST04855,2024-10-07,App,,Delivered
ORD0014658,CUST01262,2024-02-08,Store,STORE019,Returned
ORD0014659,CUST00884,2024-07-08,Online,,Cancelled
ORD0014660,CUST02976,2024-02-20,App,,Shipped
ORD0014661,CUST00077,2023-05-26,Store,STORE002,Cancelled
ORD0014662,CUST04356,2023-10-12,App,,Cancelled
ORD0014663,CUST03094,2024-05-14,Store,STORE042,Delivered
ORD0014664,CUST03850,2024-06-24,Store,STORE022,Returned
ORD0014665,CUST04686,2023-06-05,Online,,Delivered
ORD0014666,CUST04444,2024-10-15,Online,,Shipped
ORD0014667,CUST02907,2024-01-07,Store,STORE005,Shipped
ORD0014668,CUST02495,2024-08-14,Online,,Delivered
ORD0014669,CUST00036,2024-06-01,Store,STORE030,Cancelled
ORD0014670,CUST00548,2023-08-24,Store,STORE000,Delivered
ORD0014671,CUST00602,2024-06-14,Online,,Shipped
ORD0014672,CUST04703,2024-05-15,App,,Cancelled
ORD0014673,CUST03352,2023-10-24,Store,STORE006,Returned
ORD0014674,CUST03828,2024-07-03,App,,Returned
ORD0014675,CUST04852,2023-05-28,App,,Shipped
ORD0014676,CUST01045,2024-08-13,Store,STORE018,Delivered
ORD0014677,CUST00761,2024-12-19,Online,,Cancelled
ORD0014678,CUST03547,2023-12-17,App,,Returned
ORD0014679,CUST04659,2024-01-12,Online,,Cancelled
ORD0014680,CUST00215,2024-03-26,App,,Cancelled
ORD0014681,CUST00224,2024-07-02,Online,,Returned
ORD0014682,CUST04619,2023-11-10,App,,Shipped
ORD0014683,CUST03533,2024-02-28,App,,Shipped
ORD0014684,CUST02719,2024-06-04,Store,STORE014,Shipped
ORD0014685,CUST00018,2023-08-07,App,,Delivered
ORD0014686,CUST04514,2023-04-28,Online,,Cancelled
ORD0014687,CUST02838,2023-02-19,Store,STORE007,Returned
ORD0014688,CUST03162,2023-02-01,Online,,Delivered
ORD0014689,CUST04980,2024-11-08,Store,STORE011,Cancelled
ORD0014690,CUST03371,2023-02-03,Online,,Returned
ORD0014691,CUST01349,2024-11-22,Online,,Delivered
ORD0014692,CUST00272,2023-05-14,App,,Shipped
ORD0014693,CUST02315,2023-02-08,Online,,Cancelled
ORD0014694,CUST02870,2024-07-12,Store,STORE007,Delivered
ORD0014695,CUST00078,2024-09-28,Online,,Cancelled
ORD0014696,CUST04230,2024-01-19,Store,STORE018,Shipped
ORD0014697,CUST03674,2023-10-28,Online,,Returned
ORD0014698,CUST02194,2024-09-19,Store,STORE044,Shipped
ORD0014699,CUST02137,2024-10-16,App,,Returned
ORD0014700,CUST01331,2023-07-20,Online,,Delivered
ORD0014701,CUST00750,2023-12-10,Store,STORE007,Cancelled
ORD0014702,CUST00956,2023-12-29,App,,Shipped
ORD0014703,CUST02951,2024-07-14,Store,STORE049,Shipped
ORD0014704,CUST01139,2023-10-08,Online,,Shipped
ORD0014705,CUST00324,2024-10-25,App,,Returned
ORD0014706,CUST03726,2024-05-28,Online,,Cancelled
ORD0014707,CUST03627,2024-11-01,Online,,Delivered
ORD0014708,CUST03714,2023-04-09,Store,STORE034,Cancelled
ORD0014709,CUST02435,2023-11-28,Store,STORE018,Delivered
ORD0014710,CUST02783,2023-10-18,Store,STORE033,Returned
ORD0014711,CUST03637,2024-12-23,Store,STORE041,Delivered
ORD0014712,CUST01157,2024-04-11,Store,STORE001,Shipped
ORD0014713,CUST00876,2023-03-23,Store,STORE016,Delivered
ORD0014714,CUST01333,2024-12-19,App,,Delivered
ORD0014715,CUST04437,2024-04-15,App,,Delivered
ORD0014716,CUST04924,2023-09-25,Store,STORE006,Returned
ORD0014717,CUST00366,2023-01-31,App,,Returned
ORD0014718,CUST04713,2024-09-08,App,,Delivered
ORD0014719,CUST02006,2023-12-04,Store,STORE035,Returned
ORD0014720,CUST01297,2023-03-13,App,,Cancelled
ORD0014721,CUST03641,2023-08-17,Online,,Returned
ORD0014722,CUST00223,2023-11-21,Store,STORE007,Returned
ORD0014723,CUST02845,2023-02-25,Online,,Returned
ORD0014724,CUST04779,2023-09-09,Store,STORE015,Returned
ORD0014725,CUST02715,2024-08-29,Online,,Shipped
ORD0014726,CUST03053,2023-01-08,Store,STORE023,Shipped
ORD0014727,CUST02738,2023-07-14,App,,Returned
ORD0014728,CUST02714,2023-02-05,Store,STORE035,Delivered
ORD0014729,CUST04177,2024-12-22,Online,,Shipped
ORD0014730,CUST00321,2024-11-29,Online,,Cancelled
ORD0014731,CUST02264,2023-02-07,Store,STORE047,Returned
ORD0014732,CUST02190,2024-09-06,App,,Cancelled
ORD0014733,CUST03489,2024-11-29,Store,STORE002,Cancelled
ORD0014734,CUST00875,2023-09-19,Online,,Returned
ORD0014735,CUST03481,2024-01-21,App,,Cancelled
ORD0014736,CUST02607,2023-05-03,App,,Shipped
ORD0014737,CUST01679,2023-06-07,Store,STORE018,Cancelled
ORD0014738,CUST02200,2023-12-08,Store,STORE029,Shipped
ORD0014739,CUST01584,2023-10-17,App,,Cancelled
ORD0014740,CUST00222,2023-01-25,App,,Shipped
ORD0014741,CUST03377,2023-10-14,Store,STORE013,Cancelled
ORD0014742,CUST02057,2024-08-17,App,,Returned
ORD0014743,CUST01288,2024-04-01,Store,STORE003,Delivered
ORD0014744,CUST01076,2024-01-15,Online,,Delivered
ORD0014745,CUST02680,2024-03-21,Online,,Delivered
ORD0014746,CUST00478,2024-11-02,Store,STORE044,Returned
ORD0014747,CUST00112,2024-12-27,App,,Shipped
ORD0014748,CUST01579,2024-04-16,Online,,Shipped
ORD0014749,CUST03446,2023-06-11,Online,,Returned
ORD0014750,CUST04988,2024-10-16,Online,,Returned
ORD0014751,CUST00924,2023-03-11,Store,STORE018,Shipped
ORD0014752,CUST04662,2023-02-24,Online,,Delivered
ORD0014753,CUST04367,2023-02-18,Store,STORE012,Shipped
ORD0014754,CUST02427,2024-02-22,Online,,Shipped
ORD0014755,CUST00132,2023-07-19,App,,Shipped
ORD0014756,CUST00848,2023-02-10,Online,,Shipped
ORD0014757,CUST01334,2023-05-22,Store,STORE021,Cancelled
ORD0014758,CUST01303,2024-01-11,App,,Returned
ORD0014759,CUST00499,2023-10-20,Store,STORE029,Cancelled
ORD0014760,CUST01319,2023-02-06,Store,STORE045,Delivered
ORD0014761,CUST00209,2024-02-23,Store,STORE010,Cancelled
ORD0014762,CUST01764,2024-07-26,App,,Delivered
ORD0014763,CUST03539,2023-05-07,Online,,Cancelled
ORD0014764,CUST00535,2023-03-01,Store,STORE021,Shipped
ORD0014765,CUST02074,2023-09-10,Store,STORE001,Shipped
ORD0014766,CUST01016,2024-11-23,App,,Delivered
ORD0014767,CUST01110,2024-03-07,Store,STORE004,Shipped
ORD0014768,CUST01212,2024-03-18,Online,,Cancelled
ORD0014769,CUST01628,2024-06-19,Online,,Shipped
ORD0014770,CUST03036,2023-03-07,Online,,Returned
ORD0014771,CUST04960,2023-03-02,Store,STORE044,Shipped
ORD0014772,CUST00316,2023-01-27,App,,Cancelled
ORD0014773,CUST01450,2023-10-03,App,,Returned
ORD0014774,CUST00126,2023-04-30,Store,STORE047,Delivered
ORD0014775,CUST02234,2024-09-13,App,,Shipped
ORD0014776,CUST02792,2024-09-21,App,,Delivered
ORD0014777,CUST02990,2023-07-22,Online,,Returned
ORD0014778,CUST02685,2023-11-15,Online,,Shipped
ORD0014779,CUST04325,2023-04-23,Store,STORE043,Shipped
ORD0014780,CUST03636,2023-10-14,Online,,Shipped
ORD0014781,CUST02572,2024-07-25,Store,STORE034,Cancelled
ORD0014782,CUST04716,2024-02-07,Store,STORE042,Shipped
ORD0014783,CUST02819,2024-07-29,Online,,Shipped
ORD0014784,CUST04516,2023-05-05,Store,STORE007,Returned
ORD0014785,CUST00967,2024-10-13,Online,,Cancelled
ORD0014786,CUST01669,2023-08-15,Online,,Cancelled
ORD0014787,CUST03820,2023-09-24,Online,,Shipped
ORD0014788,CUST02618,2023-03-14,App,,Shipped
ORD0014789,CUST00960,2023-12-20,App,,Returned
ORD0014790,CUST02409,2024-09-12,App,,Delivered
ORD0014791,CUST00542,2023-05-12,Store,STORE014,Returned
ORD0014792,CUST03488,2024-04-18,Store,STORE006,Delivered
ORD0014793,CUST04538,2023-04-30,Online,,Delivered
ORD0014794,CUST03207,2024-09-11,Online,,Shipped
ORD0014795,CUST00835,2024-09-01,Store,STORE037,Returned
ORD0014796,CUST02117,2024-01-14,Store,STORE046,Delivered
ORD0014797,CUST00470,2024-05-16,Store,STORE010,Returned
ORD0014798,CUST00909,2024-09-21,Online,,Returned
ORD0014799,CUST00384,2024-04-12,App,,Delivered
ORD0014800,CUST03622,2023-10-04,Store,STORE015,Returned
ORD0014801,CUST02998,2023-12-05,Store,STORE023,Shipped
ORD0014802,CUST01370,2023-03-28,App,,Cancelled
ORD0014803,CUST04078,2023-01-21,Store,STORE047,Returned
ORD0014804,CUST02562,2023-05-29,Store,STORE011,Shipped
ORD0014805,CUST04612,2023-12-06,App,,Returned
ORD0014806,CUST01285,2023-03-23,Online,,Cancelled
ORD0014807,CUST04708,2024-12-09,Store,STORE049,Delivered
ORD0014808,CUST02560,2023-12-17,Store,STORE011,Returned
ORD0014809,CUST03414,2024-06-22,Online,,Returned
ORD0014810,CUST01483,2024-07-10,Online,,Cancelled
ORD0014811,CUST03223,2023-09-10,Online,,Shipped
ORD0014812,CUST03155,2024-06-14,Online,,Cancelled
ORD0014813,CUST04647,2023-11-26,App,,Returned
ORD0014814,CUST02737,2024-08-20,App,,Delivered
ORD0014815,CUST04311,2023-11-18,App,,Returned
ORD0014816,CUST01433,2023-06-10,Online,,Shipped
ORD0014817,CUST02865,2023-12-23,Store,STORE011,Shipped
ORD0014818,CUST03630,2023-02-18,Store,STORE005,Shipped
ORD0014819,CUST03004,2024-10-29,Online,,Cancelled
ORD0014820,CUST00136,2024-09-27,Online,,Returned
ORD0014821,CUST04949,2023-10-21,Online,,Cancelled
ORD0014822,CUST00711,2023-10-05,App,,Cancelled
ORD0014823,CUST04711,2023-03-18,Online,,Delivered
ORD0014824,CUST04404,2023-10-02,Store,STORE036,Delivered
ORD0014825,CUST04133,2024-07-22,App,,Returned
ORD0014826,CUST03881,2023-01-29,Store,STORE049,Cancelled
ORD0014827,CUST01167,2024-01-08,Online,,Cancelled
ORD0014828,CUST01458,2023-03-06,Online,,Returned
ORD0014829,CUST00697,2023-08-31,Store,STORE002,Returned
ORD0014830,CUST01697,2024-12-26,Store,STORE014,Cancelled
ORD0014831,CUST04252,2024-05-24,App,,Returned
ORD0014832,CUST00430,2023-03-16,Online,,Returned
ORD0014833,CUST03642,2024-04-07,App,,Cancelled
ORD0014834,CUST02357,2024-07-27,App,,Shipped
ORD0014835,CUST02660,2023-09-14,Store,STORE044,Returned
ORD0014836,CUST04907,2024-11-24,Store,STORE023,Shipped
ORD0014837,CUST01027,2024-05-30,App,,Returned
ORD0014838,CUST01927,2023-10-26,Online,,Cancelled
ORD0014839,CUST00923,2024-02-25,App,,Returned
ORD0014840,CUST00877,2023-03-25,Store,STORE023,Delivered
ORD0014841,CUST00159,2023-10-10,Store,STORE028,Returned
ORD0014842,CUST03351,2023-08-29,Store,STORE003,Cancelled
ORD0014843,CUST01055,2023-03-07,Store,STORE041,Returned
ORD0014844,CUST02552,2023-05-06,Online,,Cancelled
ORD0014845,CUST03311,2023-03-20,App,,Shipped
ORD0014846,CUST04215,2023-10-05,Online,,Returned
ORD0014847,CUST00463,2024-04-13,App,,Delivered
ORD0014848,CUST03604,2024-08-09,App,,Shipped
ORD0014849,CUST03013,2024-02-19,Store,STORE002,Returned
ORD0014850,CUST03348,2023-12-21,App,,Delivered
ORD0014851,CUST00855,2024-01-31,Online,,Cancelled
ORD0014852,CUST03111,2023-04-11,Online,,Returned
ORD0014853,CUST04104,2023-09-04,App,,Delivered
ORD0014854,CUST03860,2024-12-09,Online,,Cancelled
ORD0014855,CUST02397,2024-01-28,App,,Shipped
ORD0014856,CUST00825,2024-03-10,App,,Returned
ORD0014857,CUST04730,2023-06-14,Online,,Shipped
ORD0014858,CUST02634,2024-10-09,Online,,Delivered
