product_id,warehouse_id,change_qty,reason,date
PROD00141,WH009,62,Sale,2023-03-09
PROD00030,WH000,24,Restock,2024-03-11
PROD00474,WH003,5,Restock,2024-02-26
PROD00504,WH001,-44,Return,2024-04-24
PROD00619,WH001,-45,Restock,2024-03-01
PROD00477,WH005,58,Sale,2023-12-17
PROD00072,WH003,82,Restock,2024-11-18
PROD00455,WH006,3,Sale,2024-12-23
PROD00716,WH000,28,Restock,2023-10-09
PROD00299,WH007,-25,Return,2024-08-07
PROD00775,WH005,98,Return,2024-01-18
PROD00256,WH002,-21,Restock,2023-10-15
PROD00692,WH000,-42,Restock,2023-11-01
PROD00102,WH006,-28,Return,2024-08-18
PROD00079,WH000,63,Sale,2024-06-17
PROD00379,WH004,-44,Sale,2023-03-27
PROD00517,WH004,33,Return,2023-03-18
PROD00166,WH007,-39,Return,2024-01-03
PROD00085,WH004,86,Restock,2023-09-19
PROD00285,WH004,42,Return,2024-09-24
PROD00727,WH006,82,Restock,2023-01-08
PROD00564,WH002,-38,Return,2023-06-15
PROD00141,WH000,47,Restock,2023-12-20
PROD00493,WH009,67,Return,2024-11-25
PROD00480,WH006,23,Return,2024-04-20
PROD00482,WH001,33,Restock,2023-07-21
PROD00108,WH005,21,Sale,2024-08-02
PROD00677,WH002,70,Sale,2024-02-08
PROD00107,WH000,-8,Sale,2024-05-02
PROD00006,WH009,17,Restock,2023-02-18
PROD00488,WH001,84,Sale,2023-07-06
PROD00028,WH003,-8,Restock,2024-02-08
PROD00465,WH001,-31,Return,2024-08-23
PROD00374,WH007,6,Return,2023-03-03
PROD00582,WH008,-27,Sale,2023-01-15
PROD00251,WH008,46,Return,2023-06-09
PROD00042,WH006,-13,Restock,2024-07-19
PROD00115,WH009,65,Restock,2024-07-22
PROD00018,WH009,-25,Sale,2023-05-08
PROD00650,WH000,56,Restock,2023-05-12
PROD00156,WH003,1,Sale,2023-08-03
PROD00472,WH000,49,Return,2024-12-12
PROD00590,WH004,54,Sale,2023-02-20
PROD00709,WH007,68,Sale,2024-06-17
PROD00231,WH009,67,Return,2024-03-25
PROD00724,WH001,-41,Sale,2023-11-03
PROD00495,WH004,70,Sale,2023-08-29
PROD00190,WH001,25,Sale,2023-07-16
PROD00416,WH007,80,Sale,2023-03-13
PROD00532,WH003,-25,Restock,2024-07-08
PROD00794,WH002,21,Sale,2024-12-06
PROD00192,WH005,15,Restock,2024-04-28
PROD00565,WH008,5,Restock,2024-10-16
PROD00732,WH000,-4,Return,2023-09-15
PROD00634,WH006,40,Restock,2024-10-01
PROD00430,WH007,29,Sale,2024-07-31
PROD00720,WH003,59,Return,2024-01-28
PROD00215,WH001,53,Return,2023-05-17
PROD00406,WH008,-29,Restock,2024-04-25
PROD00175,WH009,63,Return,2024-10-13
PROD00682,WH007,90,Return,2024-04-21
PROD00084,WH000,-18,Restock,2023-08-20
PROD00476,WH005,-34,Restock,2024-08-26
PROD00163,WH007,-12,Return,2024-09-21
PROD00138,WH002,-35,Sale,2023-04-06
PROD00093,WH001,58,Return,2024-08-28
PROD00446,WH006,64,Return,2023-06-12
PROD00649,WH002,59,Restock,2024-04-08
PROD00241,WH007,-31,Return,2023-08-01
PROD00609,WH004,-21,Restock,2023-12-19
PROD00669,WH002,48,Restock,2024-11-08
PROD00471,WH002,18,Restock,2023-03-07
PROD00069,WH000,-7,Sale,2024-07-29
PROD00335,WH001,31,Sale,2023-01-31
PROD00026,WH004,47,Restock,2023-12-22
PROD00757,WH008,7,Restock,2024-03-11
PROD00744,WH004,51,Sale,2024-07-24
PROD00602,WH008,32,Restock,2024-09-19
PROD00569,WH001,78,Sale,2024-09-17
PROD00162,WH002,-30,Sale,2024-04-28
PROD00467,WH006,73,Sale,2024-05-15
PROD00329,WH005,30,Return,2024-08-13
PROD00193,WH003,16,Restock,2024-12-14
PROD00536,WH002,98,Return,2023-09-16
PROD00045,WH005,23,Sale,2024-12-15
PROD00005,WH001,-43,Sale,2024-03-09
PROD00443,WH007,-13,Return,2023-04-20
PROD00095,WH004,34,Sale,2024-07-08
PROD00363,WH007,95,Restock,2024-10-26
PROD00794,WH005,48,Return,2024-05-02
PROD00504,WH009,54,Sale,2023-05-18
PROD00361,WH000,-5,Return,2024-09-06
PROD00318,WH009,-32,Return,2024-04-13
PROD00598,WH007,54,Restock,2024-10-27
PROD00071,WH006,60,Return,2024-06-13
PROD00624,WH006,13,Return,2024-01-04
PROD00345,WH009,-17,Sale,2024-01-28
PROD00106,WH003,-42,Return,2024-04-06
PROD00544,WH008,83,Sale,2023-06-04
PROD00160,WH006,-43,Return,2024-07-13
PROD00556,WH005,32,Sale,2023-02-07
PROD00723,WH004,33,Sale,2024-05-06
PROD00515,WH009,98,Restock,2023-06-17
PROD00182,WH008,-2,Restock,2023-05-08
PROD00507,WH007,-8,Restock,2023-12-23
PROD00004,WH006,36,Return,2024-10-02
PROD00441,WH005,3,Restock,2023-08-12
PROD00719,WH004,37,Return,2024-01-27
PROD00275,WH002,86,Return,2024-07-30
PROD00587,WH000,95,Restock,2024-06-01
PROD00634,WH009,6,Sale,2023-10-09
PROD00486,WH006,29,Return,2023-06-14
PROD00597,WH000,51,Restock,2024-01-03
PROD00567,WH008,34,Sale,2023-11-27
PROD00656,WH005,39,Restock,2024-03-22
PROD00072,WH002,55,Return,2024-10-04
PROD00671,WH006,1,Return,2023-04-25
PROD00560,WH004,-49,Restock,2024-03-13
PROD00590,WH000,46,Return,2023-02-16
PROD00284,WH005,66,Sale,2024-02-24
PROD00341,WH001,15,Return,2023-09-14
PROD00303,WH001,39,Restock,2023-04-26
PROD00190,WH003,79,Return,2023-11-12
PROD00040,WH001,11,Restock,2023-12-10
PROD00374,WH009,-9,Return,2023-02-07
PROD00195,WH005,20,Restock,2023-07-03
PROD00358,WH008,32,Sale,2024-03-28
PROD00493,WH002,-27,Restock,2023-06-13
PROD00651,WH002,86,Sale,2023-12-18
PROD00752,WH000,67,Sale,2024-08-29
PROD00456,WH007,68,Restock,2023-04-30
PROD00578,WH003,-42,Restock,2023-02-05
PROD00539,WH007,38,Sale,2024-02-23
PROD00191,WH003,66,Return,2023-08-24
PROD00182,WH002,84,Sale,2023-09-14
PROD00091,WH003,74,Restock,2023-05-27
PROD00181,WH007,85,Sale,2023-10-09
PROD00481,WH008,15,Return,2024-03-23
PROD00719,WH005,63,Sale,2024-04-16
PROD00723,WH002,-11,Restock,2024-07-11
PROD00649,WH007,-31,Restock,2024-06-09
PROD00526,WH006,85,Sale,2024-03-02
PROD00694,WH004,83,Restock,2024-10-25
PROD00179,WH003,40,Sale,2023-07-16
PROD00710,WH007,51,Sale,2024-03-31
PROD00036,WH008,-15,Sale,2024-09-08
PROD00086,WH008,25,Sale,2024-04-09
PROD00763,WH007,-46,Sale,2024-02-26
PROD00241,WH005,46,Return,2023-07-20
PROD00589,WH004,33,Return,2024-01-01
PROD00547,WH006,11,Sale,2023-08-15
PROD00709,WH008,58,Return,2024-05-04
PROD00641,WH000,61,Restock,2024-10-12
PROD00269,WH005,-6,Restock,2023-10-05
PROD00331,WH004,9,Sale,2024-02-11
PROD00032,WH001,-39,Restock,2024-04-16
PROD00013,WH002,-21,Return,2024-05-31
PROD00643,WH007,11,Sale,2023-04-13
PROD00276,WH001,75,Restock,2024-09-09
PROD00358,WH009,14,Sale,2024-06-22
PROD00134,WH003,98,Sale,2024-10-19
PROD00310,WH009,38,Return,2024-04-26
PROD00123,WH002,-47,Return,2024-05-14
PROD00643,WH006,27,Sale,2024-09-10
PROD00179,WH007,-30,Return,2024-08-27
PROD00741,WH005,39,Restock,2024-04-27
PROD00603,WH006,-24,Restock,2023-08-04
PROD00577,WH005,40,Return,2024-11-16
PROD00249,WH009,74,Restock,2024-05-09
PROD00339,WH008,-39,Return,2023-05-05
PROD00327,WH002,3,Restock,2024-05-04
PROD00623,WH009,-13,Sale,2024-09-10
PROD00497,WH007,92,Sale,2024-06-13
PROD00107,WH003,-30,Sale,2023-03-03
PROD00263,WH007,-23,Return,2023-10-08
PROD00796,WH005,28,Sale,2024-01-02
PROD00112,WH001,45,Sale,2023-11-04
PROD00291,WH007,14,Return,2024-05-21
PROD00784,WH005,76,Return,2023-08-28
PROD00148,WH005,-23,Restock,2024-03-18
PROD00439,WH001,30,Sale,2024-09-30
PROD00121,WH001,-34,Sale,2023-01-31
PROD00016,WH001,70,Restock,2024-05-12
PROD00717,WH008,11,Return,2024-01-24
PROD00569,WH001,-49,Sale,2023-09-05
PROD00739,WH007,-3,Return,2024-11-06
PROD00229,WH001,63,Sale,2024-04-01
PROD00156,WH009,-30,Return,2024-10-17
PROD00170,WH007,47,Restock,2023-02-07
PROD00661,WH004,-4,Restock,2024-06-12
PROD00178,WH001,69,Return,2023-03-05
PROD00134,WH009,56,Sale,2024-10-10
PROD00755,WH002,-44,Return,2023-10-02
PROD00407,WH008,97,Return,2023-07-17
PROD00619,WH000,-23,Restock,2024-09-16
PROD00190,WH002,64,Return,2023-01-27
PROD00584,WH009,-44,Sale,2023-07-17
PROD00564,WH008,-48,Sale,2023-08-26
PROD00403,WH008,-50,Restock,2024-02-04
PROD00038,WH009,95,Restock,2024-07-29
PROD00393,WH002,15,Return,2024-08-26
PROD00662,WH008,3,Restock,2023-07-19
PROD00247,WH002,85,Restock,2023-07-08
PROD00412,WH000,50,Restock,2023-07-21
PROD00159,WH001,-33,Restock,2024-10-29
PROD00336,WH006,16,Return,2023-01-18
PROD00042,WH005,-32,Sale,2023-06-24
PROD00009,WH003,-28,Sale,2023-11-17
PROD00613,WH006,75,Restock,2023-01-17
PROD00130,WH004,36,Restock,2023-09-04
PROD00370,WH005,46,Return,2023-04-02
PROD00333,WH006,-38,Return,2023-03-19
PROD00573,WH006,43,Sale,2024-01-26
PROD00637,WH000,-29,Return,2023-02-04
PROD00710,WH008,-38,Restock,2023-12-06
PROD00315,WH008,21,Restock,2023-01-21
PROD00252,WH003,83,Return,2024-11-20
PROD00445,WH006,-35,Restock,2023-06-19
PROD00005,WH009,-17,Return,2023-05-27
PROD00272,WH004,13,Sale,2023-01-29
PROD00180,WH000,92,Return,2024-05-11
PROD00364,WH004,4,Sale,2023-07-09
PROD00399,WH007,8,Return,2024-08-31
PROD00388,WH009,92,Return,2023-07-05
PROD00750,WH000,29,Return,2023-03-30
PROD00171,WH002,18,Restock,2023-07-10
PROD00235,WH009,-19,Return,2023-03-04
PROD00307,WH005,-44,Sale,2023-10-30
PROD00028,WH003,24,Restock,2024-06-03
PROD00165,WH007,64,Restock,2023-03-19
PROD00268,WH001,31,Restock,2024-05-09
PROD00093,WH002,9,Sale,2023-01-31
PROD00223,WH000,76,Restock,2024-11-07
PROD00648,WH003,15,Sale,2024-11-22
PROD00621,WH000,-4,Return,2023-09-12
PROD00598,WH002,57,Restock,2024-11-21
PROD00784,WH000,-26,Return,2023-04-04
PROD00106,WH003,35,Return,2024-12-30
PROD00429,WH007,38,Return,2024-02-12
PROD00148,WH004,6,Return,2024-11-25
PROD00226,WH005,-4,Return,2023-06-04
PROD00542,WH007,49,Restock,2023-06-23
PROD00541,WH006,-6,Return,2023-10-10
PROD00174,WH001,81,Sale,2023-04-24
PROD00690,WH006,30,Restock,2023-11-09
PROD00280,WH006,-45,Return,2023-03-04
PROD00299,WH003,12,Sale,2023-05-18
PROD00723,WH000,3,Restock,2023-08-11
PROD00431,WH006,81,Sale,2023-09-13
PROD00261,WH001,2,Restock,2024-05-24
PROD00629,WH000,2,Return,2023-12-26
PROD00172,WH006,51,Sale,2023-11-11
PROD00256,WH008,-11,Restock,2024-11-19
PROD00064,WH004,-11,Restock,2024-08-27
PROD00263,WH004,65,Sale,2023-03-29
PROD00705,WH004,3,Restock,2023-03-09
PROD00388,WH006,96,Sale,2024-01-27
PROD00085,WH009,80,Sale,2023-12-17
PROD00158,WH009,87,Sale,2024-09-09
PROD00439,WH003,-40,Restock,2024-07-18
PROD00706,WH003,-3,Restock,2023-04-01
PROD00009,WH007,-35,Restock,2023-11-09
PROD00672,WH005,25,Return,2024-12-11
PROD00593,WH009,15,Sale,2024-05-12
PROD00716,WH000,82,Return,2023-08-15
PROD00664,WH003,-13,Sale,2023-07-03
PROD00362,WH009,53,Sale,2023-01-07
PROD00129,WH001,87,Return,2023-09-22
PROD00416,WH002,86,Restock,2024-02-04
PROD00232,WH003,90,Sale,2024-11-18
PROD00766,WH009,2,Sale,2023-09-18
PROD00512,WH007,-3,Return,2024-06-30
PROD00367,WH003,70,Return,2023-01-09
PROD00013,WH000,-31,Return,2023-08-09
PROD00661,WH003,91,Restock,2024-04-29
PROD00217,WH006,76,Sale,2024-09-29
PROD00660,WH001,-43,Restock,2023-12-09
PROD00030,WH001,100,Restock,2024-06-15
PROD00473,WH006,-32,Restock,2024-12-31
PROD00754,WH009,50,Sale,2023-07-23
PROD00342,WH007,49,Restock,2024-03-19
PROD00377,WH009,-11,Return,2023-04-21
PROD00168,WH008,21,Restock,2023-10-17
PROD00380,WH005,-20,Return,2024-05-09
PROD00087,WH006,-17,Sale,2024-12-04
PROD00015,WH006,-2,Return,2024-06-30
PROD00001,WH005,-1,Return,2024-06-03
PROD00230,WH000,62,Return,2024-12-08
PROD00679,WH004,50,Sale,2024-08-20
PROD00031,WH004,54,Sale,2024-07-06
PROD00533,WH006,-12,Sale,2023-02-04
PROD00435,WH005,-23,Sale,2024-12-12
PROD00374,WH000,40,Return,2023-08-27
PROD00035,WH008,-19,Restock,2024-08-07
PROD00573,WH000,-20,Return,2023-10-24
PROD00260,WH000,61,Return,2023-02-03
PROD00468,WH008,49,Sale,2023-05-08
PROD00539,WH001,78,Sale,2023-02-20
PROD00589,WH002,-22,Restock,2024-01-17
PROD00003,WH008,73,Sale,2024-06-25
PROD00617,WH003,18,Restock,2024-01-28
PROD00104,WH002,-5,Restock,2023-11-19
PROD00620,WH007,83,Return,2024-01-08
PROD00145,WH002,69,Restock,2024-09-23
PROD00436,WH005,26,Restock,2024-10-18
PROD00697,WH008,58,Restock,2023-02-27
PROD00748,WH001,28,Return,2023-02-06
PROD00494,WH007,74,Restock,2023-04-28
PROD00632,WH005,95,Return,2024-04-26
PROD00791,WH006,61,Sale,2024-09-26
PROD00177,WH008,77,Return,2024-06-12
PROD00534,WH002,53,Restock,2023-11-28
PROD00094,WH009,17,Sale,2024-08-23
PROD00546,WH003,-17,Return,2024-02-17
PROD00169,WH003,59,Restock,2023-09-09
PROD00474,WH001,25,Restock,2023-12-25
PROD00162,WH008,29,Restock,2023-07-23
PROD00679,WH007,23,Return,2023-06-05
PROD00725,WH000,9,Restock,2023-01-14
PROD00299,WH006,25,Return,2024-11-10
PROD00659,WH007,-2,Sale,2023-11-10
PROD00431,WH000,59,Return,2023-03-04
PROD00234,WH001,24,Return,2023-05-04
PROD00452,WH005,12,Return,2024-08-14
PROD00654,WH004,2,Sale,2024-03-05
PROD00470,WH008,38,Sale,2023-08-07
PROD00050,WH007,17,Sale,2023-06-30
PROD00454,WH002,27,Sale,2023-10-17
PROD00026,WH008,-22,Sale,2023-06-01
PROD00433,WH006,-24,Return,2024-02-10
PROD00228,WH008,1,Restock,2023-08-06
PROD00744,WH009,54,Return,2024-07-04
PROD00592,WH002,47,Return,2023-07-01
PROD00412,WH004,-19,Restock,2023-12-17
PROD00453,WH007,57,Restock,2023-02-13
PROD00525,WH005,13,Restock,2023-01-29
PROD00416,WH008,-41,Restock,2024-01-29
PROD00497,WH000,-5,Return,2024-02-17
PROD00444,WH006,7,Sale,2023-12-14
PROD00663,WH007,85,Restock,2024-12-21
PROD00296,WH000,-36,Sale,2023-04-01
PROD00287,WH004,22,Sale,2024-08-12
PROD00720,WH004,-18,Restock,2023-03-21
PROD00456,WH004,91,Sale,2024-03-02
PROD00724,WH007,-7,Return,2023-01-24
PROD00283,WH006,76,Sale,2023-08-11
PROD00361,WH006,-20,Return,2024-01-21
PROD00155,WH009,-44,Sale,2024-04-12
PROD00364,WH009,-44,Sale,2023-06-12
PROD00318,WH009,-38,Restock,2024-12-19
PROD00068,WH007,-1,Sale,2024-03-25
PROD00580,WH004,-38,Sale,2023-05-07
PROD00313,WH000,13,Restock,2024-12-24
PROD00017,WH002,27,Sale,2024-09-23
PROD00073,WH006,5,Sale,2023-07-11
PROD00258,WH001,57,Sale,2023-06-21
PROD00378,WH001,82,Return,2024-03-18
PROD00411,WH003,27,Restock,2024-09-13
PROD00087,WH002,-11,Restock,2024-12-12
PROD00717,WH009,-28,Restock,2024-03-13
PROD00301,WH004,36,Return,2024-08-06
PROD00423,WH003,-33,Restock,2024-09-13
PROD00476,WH005,-47,Restock,2024-04-16
PROD00129,WH000,43,Return,2023-05-06
PROD00391,WH008,20,Return,2024-01-22
PROD00291,WH000,85,Sale,2024-07-28
PROD00549,WH009,-25,Return,2024-07-10
PROD00374,WH002,20,Return,2023-02-04
PROD00211,WH008,-5,Return,2024-03-22
PROD00332,WH009,7,Restock,2023-04-24
PROD00117,WH005,39,Restock,2023-11-03
PROD00297,WH002,-14,Restock,2024-06-14
PROD00733,WH008,-27,Sale,2024-06-21
PROD00385,WH001,-22,Return,2024-08-23
PROD00208,WH005,-21,Sale,2023-08-28
PROD00396,WH001,11,Return,2024-05-12
PROD00010,WH009,-47,Restock,2024-05-02
PROD00547,WH004,2,Restock,2023-10-22
PROD00042,WH002,47,Sale,2024-01-01
PROD00245,WH006,91,Restock,2024-06-10
PROD00165,WH008,-17,Return,2024-09-14
PROD00098,WH006,71,Return,2024-02-23
PROD00659,WH004,-21,Sale,2024-03-16
PROD00534,WH005,-34,Restock,2023-03-23
PROD00378,WH003,57,Restock,2023-09-27
PROD00010,WH009,52,Restock,2023-01-02
PROD00760,WH008,31,Return,2024-03-16
PROD00787,WH004,49,Sale,2024-08-21
PROD00526,WH003,55,Return,2024-05-07
PROD00780,WH007,93,Sale,2023-07-22
PROD00102,WH000,-39,Return,2023-04-11
PROD00293,WH007,15,Sale,2024-06-22
PROD00477,WH003,72,Return,2024-07-18
PROD00728,WH009,-16,Sale,2023-09-30
PROD00078,WH001,-43,Return,2024-05-07
PROD00018,WH001,88,Return,2023-11-30
PROD00393,WH000,20,Sale,2024-03-25
PROD00057,WH007,69,Sale,2023-02-18
PROD00428,WH004,-36,Restock,2023-12-04
PROD00554,WH002,38,Sale,2024-03-19
PROD00028,WH008,59,Restock,2023-02-19
PROD00731,WH003,23,Return,2024-07-17
PROD00679,WH006,49,Return,2024-04-20
PROD00502,WH008,25,Sale,2024-10-02
PROD00555,WH006,68,Return,2023-08-07
PROD00453,WH004,-24,Restock,2024-01-31
PROD00126,WH000,27,Return,2023-04-13
PROD00685,WH001,34,Sale,2024-07-23
PROD00268,WH005,48,Return,2024-10-04
PROD00268,WH002,39,Return,2024-05-09
PROD00004,WH005,65,Return,2023-05-23
PROD00566,WH000,32,Restock,2023-06-07
PROD00169,WH005,10,Return,2023-01-23
PROD00481,WH002,-37,Sale,2024-12-13
PROD00610,WH002,88,Sale,2024-09-10
PROD00270,WH003,-1,Return,2023-06-07
PROD00265,WH001,39,Sale,2024-06-19
PROD00036,WH008,60,Return,2024-11-18
PROD00317,WH006,-30,Return,2024-12-19
PROD00553,WH001,22,Restock,2023-01-15
PROD00665,WH005,7,Sale,2024-05-01
PROD00554,WH000,-13,Restock,2023-02-15
PROD00350,WH007,89,Return,2023-07-02
PROD00302,WH001,-28,Restock,2023-03-29
PROD00020,WH002,-34,Restock,2024-07-26
PROD00737,WH008,88,Return,2024-03-01
PROD00390,WH008,92,Restock,2024-07-05
PROD00680,WH001,18,Sale,2023-10-22
PROD00171,WH008,-4,Sale,2023-05-30
PROD00114,WH006,64,Sale,2024-01-05
PROD00095,WH009,74,Restock,2024-05-13
PROD00362,WH007,-42,Restock,2023-09-22
PROD00496,WH007,3,Restock,2024-08-23
PROD00509,WH003,-16,Restock,2023-04-01
PROD00550,WH005,-4,Restock,2024-08-29
PROD00516,WH002,47,Sale,2024-10-22
PROD00554,WH009,-1,Return,2024-05-10
PROD00573,WH002,46,Restock,2024-11-16
PROD00544,WH004,-39,Return,2023-10-01
PROD00011,WH009,55,Sale,2024-02-25
PROD00022,WH002,-20,Sale,2023-08-20
PROD00389,WH007,61,Sale,2023-07-23
PROD00419,WH005,14,Restock,2023-02-28
PROD00403,WH006,72,Sale,2023-09-28
PROD00616,WH003,50,Sale,2024-10-18
PROD00166,WH000,-21,Return,2023-05-27
PROD00368,WH009,-11,Return,2023-10-28
PROD00780,WH005,-15,Return,2023-11-22
PROD00195,WH001,42,Return,2023-06-15
PROD00393,WH000,62,Sale,2023-06-18
PROD00036,WH007,-48,Return,2023-12-12
PROD00395,WH007,53,Restock,2023-10-05
PROD00425,WH001,0,Restock,2024-01-10
PROD00409,WH005,92,Return,2023-11-27
PROD00090,WH005,36,Sale,2023-04-16
PROD00776,WH004,28,Sale,2024-12-02
PROD00037,WH008,49,Restock,2023-01-22
PROD00096,WH003,84,Restock,2024-04-30
PROD00486,WH002,-11,Return,2023-09-23
PROD00151,WH001,30,Return,2024-01-12
PROD00589,WH008,-9,Return,2023-05-28
PROD00745,WH006,42,Return,2024-03-02
PROD00602,WH009,-46,Restock,2023-09-16
PROD00546,WH007,79,Return,2023-11-03
PROD00240,WH000,57,Return,2023-08-17
PROD00231,WH004,13,Restock,2024-05-11
PROD00726,WH001,-12,Return,2023-04-21
PROD00080,WH003,22,Sale,2024-10-27
PROD00495,WH006,-30,Sale,2024-02-03
PROD00325,WH004,6,Restock,2023-07-05
PROD00582,WH000,-43,Restock,2024-12-03
PROD00068,WH000,-38,Return,2024-01-01
PROD00749,WH007,5,Sale,2024-09-23
PROD00255,WH009,-49,Return,2023-06-30
PROD00225,WH009,63,Sale,2023-06-23
PROD00389,WH008,-6,Return,2023-03-22
PROD00027,WH007,-42,Return,2023-12-11
PROD00351,WH004,7,Return,2023-11-11
PROD00642,WH007,-34,Sale,2024-11-26
PROD00762,WH005,79,Restock,2023-09-06
PROD00443,WH007,7,Sale,2023-05-14
PROD00450,WH000,4,Restock,2023-07-31
PROD00222,WH001,84,Restock,2023-08-17
PROD00352,WH007,80,Return,2023-04-28
PROD00281,WH005,63,Restock,2024-07-12
PROD00412,WH000,20,Sale,2023-11-21
PROD00415,WH003,31,Sale,2024-07-27
PROD00643,WH006,-25,Sale,2023-12-07
PROD00180,WH001,-42,Return,2024-06-30
PROD00400,WH004,39,Restock,2024-01-12
PROD00163,WH001,-14,Restock,2024-03-27
PROD00387,WH007,-2,Return,2023-12-27
PROD00542,WH002,47,Return,2023-01-07
PROD00681,WH004,37,Sale,2024-05-03
PROD00175,WH002,81,Sale,2023-07-14
PROD00381,WH003,6,Return,2024-06-15
PROD00399,WH001,78,Sale,2024-08-06
PROD00588,WH002,-46,Restock,2024-09-16
PROD00720,WH007,25,Restock,2023-08-09
PROD00541,WH003,81,Return,2023-11-18
PROD00763,WH001,96,Return,2024-09-27
PROD00752,WH000,-6,Sale,2023-06-15
PROD00537,WH008,-20,Sale,2024-10-14
PROD00454,WH009,-33,Restock,2024-07-27
PROD00298,WH009,70,Sale,2024-03-17
PROD00480,WH002,90,Return,2024-12-11
PROD00394,WH006,87,Sale,2024-04-25
PROD00361,WH006,43,Sale,2024-07-18
PROD00228,WH005,-24,Return,2023-08-04
PROD00321,WH009,-24,Return,2024-01-07
PROD00628,WH004,59,Restock,2023-01-24
PROD00625,WH001,90,Return,2024-01-31
PROD00628,WH005,17,Sale,2024-12-25
PROD00288,WH001,-3,Sale,2024-01-18
PROD00591,WH003,-34,Sale,2024-11-26
PROD00723,WH007,82,Return,2023-04-15
PROD00085,WH009,-21,Return,2023-10-28
PROD00724,WH001,12,Return,2024-04-19
PROD00428,WH005,46,Return,2023-02-09
PROD00381,WH009,-16,Sale,2024-03-19
PROD00719,WH009,94,Sale,2024-02-19
PROD00150,WH001,8,Sale,2024-04-06
PROD00672,WH000,78,Restock,2023-05-28
PROD00655,WH002,-25,Restock,2024-01-20
PROD00176,WH008,-35,Return,2023-12-15
PROD00293,WH009,62,Sale,2023-02-07
PROD00620,WH005,5,Restock,2023-08-06
PROD00757,WH008,23,Sale,2024-08-27
PROD00486,WH008,78,Return,2024-07-25
PROD00571,WH002,26,Return,2024-10-21
PROD00278,WH006,32,Sale,2024-12-29
PROD00131,WH002,95,Sale,2023-02-20
PROD00100,WH003,14,Sale,2023-07-03
PROD00261,WH001,-11,Sale,2024-02-28
PROD00648,WH008,61,Return,2023-03-01
PROD00761,WH003,-1,Restock,2023-03-30
PROD00002,WH004,-12,Restock,2023-03-24
PROD00266,WH002,26,Restock,2024-09-13
PROD00171,WH005,38,Sale,2024-12-02
PROD00518,WH003,92,Sale,2023-08-15
PROD00401,WH003,-43,Sale,2024-05-18
PROD00055,WH002,91,Return,2023-06-29
PROD00708,WH001,-29,Return,2024-02-16
PROD00372,WH001,10,Restock,2023-04-05
PROD00767,WH009,4,Return,2024-07-24
PROD00368,WH000,74,Return,2023-09-30
PROD00172,WH006,81,Sale,2023-09-13
PROD00428,WH005,-19,Restock,2024-02-04
PROD00489,WH008,-45,Sale,2023-06-13
PROD00311,WH002,5,Restock,2023-12-13
PROD00696,WH004,78,Restock,2023-03-28
PROD00063,WH003,-12,Return,2024-07-23
PROD00425,WH002,54,Restock,2023-07-14
PROD00045,WH007,4,Return,2024-01-21
PROD00442,WH008,43,Return,2023-02-03
PROD00214,WH004,51,Sale,2023-05-31
PROD00335,WH003,78,Return,2023-10-19
PROD00506,WH001,-36,Sale,2023-10-09
PROD00343,WH005,56,Sale,2023-10-06
PROD00067,WH006,78,Restock,2024-12-29
PROD00612,WH007,-47,Sale,2023-08-25
PROD00780,WH000,70,Sale,2024-04-11
PROD00156,WH007,80,Restock,2024-11-15
PROD00473,WH006,40,Sale,2023-07-17
PROD00393,WH002,17,Restock,2024-05-23
PROD00798,WH008,-41,Return,2024-05-06
PROD00414,WH005,-48,Restock,2024-06-10
PROD00420,WH004,95,Return,2024-09-19
PROD00244,WH008,23,Restock,2023-12-30
PROD00349,WH004,9,Restock,2023-05-24
PROD00195,WH006,46,Sale,2023-07-24
PROD00671,WH003,87,Return,2024-04-05
PROD00636,WH001,29,Restock,2023-12-10
PROD00437,WH000,-14,Sale,2024-03-21
PROD00551,WH000,17,Return,2023-05-26
PROD00691,WH003,27,Restock,2023-10-19
PROD00199,WH000,96,Sale,2024-01-19
PROD00787,WH006,78,Sale,2023-10-21
PROD00358,WH003,-6,Restock,2023-10-31
PROD00327,WH003,34,Restock,2023-12-13
PROD00798,WH003,95,Restock,2024-12-29
PROD00609,WH002,78,Restock,2023-10-18
PROD00446,WH001,49,Restock,2024-05-10
PROD00430,WH009,56,Return,2024-03-28
PROD00089,WH006,-40,Return,2024-09-19
PROD00393,WH004,4,Sale,2024-03-07
PROD00761,WH006,24,Sale,2023-07-20
PROD00753,WH006,-27,Restock,2024-04-22
PROD00686,WH004,-41,Restock,2023-08-16
PROD00607,WH004,76,Restock,2023-02-17
PROD00599,WH005,66,Return,2024-07-25
PROD00423,WH007,7,Restock,2023-01-06
PROD00347,WH001,41,Return,2023-12-24
PROD00302,WH000,28,Return,2024-09-19
PROD00637,WH006,74,Sale,2024-10-22
PROD00236,WH005,9,Return,2023-02-11
PROD00344,WH007,-18,Return,2023-12-11
PROD00634,WH009,72,Return,2023-08-28
PROD00145,WH001,88,Sale,2023-06-22
PROD00344,WH005,-36,Return,2024-11-06
PROD00717,WH000,5,Sale,2024-04-01
PROD00681,WH004,0,Return,2023-12-06
PROD00424,WH006,35,Return,2023-05-08
PROD00594,WH003,16,Restock,2023-11-09
PROD00068,WH009,-32,Return,2023-03-12
PROD00133,WH002,32,Return,2023-12-24
PROD00639,WH002,79,Return,2023-08-31
PROD00425,WH000,-33,Return,2024-04-07
