order_id,customer_id,order_date,channel,store_id,order_status,order_year,order_month
ORD0012668,CUST04028,2023-02-12,App,ONLINE,Delivered,2023,2
ORD0012669,CUST00728,2023-10-19,Online,ONLINE,Returned,2023,10
ORD0012670,CUST00371,2023-09-13,Store,STORE042,Delivered,2023,9
ORD0012671,CUST03313,2023-03-04,App,ONLINE,Shipped,2023,3
ORD0012672,CUST00613,2023-01-19,Online,ONLINE,Shipped,2023,1
ORD0012673,CUST00983,2023-03-01,App,ONLINE,Shipped,2023,3
ORD0012674,CUST02878,2023-08-14,Online,ONLINE,Cancelled,2023,8
ORD0012675,CUST00260,2023-10-13,Online,ONLINE,Cancelled,2023,10
ORD0012676,CUST04556,2023-10-18,App,ONLINE,Returned,2023,10
ORD0012677,CUST04467,2023-08-24,App,ONLINE,Cancelled,2023,8
ORD0012678,CUST00189,2024-11-28,Store,STORE021,Cancelled,2024,11
ORD0012679,CUST04861,2023-12-12,App,ONLINE,Returned,2023,12
ORD0012680,CUST01550,2024-05-02,App,ONLINE,Returned,2024,5
ORD0012681,CUST04850,2023-08-10,Store,STORE020,Returned,2023,8
ORD0012682,CUST02371,2024-06-18,Online,ONLINE,Cancelled,2024,6
ORD0012683,CUST00701,2024-08-25,Store,STORE033,Shipped,2024,8
ORD0012684,CUST03858,2023-04-22,App,ONLINE,Cancelled,2023,4
ORD0012685,CUST03171,2024-06-24,Online,ONLINE,Shipped,2024,6
ORD0012686,CUST01512,2023-04-12,App,ONLINE,Returned,2023,4
ORD0012687,CUST04393,2023-05-19,App,ONLINE,Returned,2023,5
ORD0012688,CUST04920,2023-01-31,App,ONLINE,Cancelled,2023,1
ORD0012689,CUST01816,2023-03-20,Store,STORE037,Returned,2023,3
ORD0012690,CUST00264,2023-04-12,Store,STORE030,Delivered,2023,4
ORD0012691,CUST02869,2024-03-25,Online,ONLINE,Delivered,2024,3
ORD0012692,CUST01433,2023-03-17,Store,STORE025,Returned,2023,3
ORD0012693,CUST01415,2024-06-05,Online,ONLINE,Shipped,2024,6
ORD0012694,CUST03362,2024-04-11,Store,STORE006,Delivered,2024,4
ORD0012695,CUST03841,2023-06-04,Online,ONLINE,Returned,2023,6
ORD0012696,CUST02918,2024-03-18,App,ONLINE,Cancelled,2024,3
ORD0012697,CUST00920,2023-12-16,Store,STORE013,Cancelled,2023,12
ORD0012698,CUST03180,2023-11-10,Online,ONLINE,Shipped,2023,11
ORD0012699,CUST02259,2023-02-10,Store,STORE047,Returned,2023,2
ORD0012700,CUST01331,2023-07-19,Store,STORE007,Cancelled,2023,7
ORD0012701,CUST00151,2023-01-21,Store,STORE000,Shipped,2023,1
ORD0012702,CUST01942,2024-07-26,Online,ONLINE,Shipped,2024,7
ORD0012703,CUST00369,2024-06-15,Online,ONLINE,Delivered,2024,6
ORD0012704,CUST00224,2024-07-22,Online,ONLINE,Cancelled,2024,7
ORD0012705,CUST00476,2024-05-04,App,ONLINE,Shipped,2024,5
ORD0012706,CUST01075,2023-11-26,App,ONLINE,Delivered,2023,11
ORD0012707,CUST01324,2023-02-14,Online,ONLINE,Cancelled,2023,2
ORD0012708,CUST00741,2023-10-09,Online,ONLINE,Delivered,2023,10
ORD0012709,CUST04798,2024-01-29,Store,STORE032,Cancelled,2024,1
ORD0012710,CUST02057,2024-05-11,Online,ONLINE,Delivered,2024,5
ORD0012711,CUST04054,2024-10-19,Store,STORE020,Delivered,2024,10
ORD0012712,CUST02855,2023-03-01,Store,STORE039,Cancelled,2023,3
ORD0012713,CUST02774,2023-03-09,App,ONLINE,Delivered,2023,3
ORD0012714,CUST00080,2024-07-22,Store,STORE044,Shipped,2024,7
ORD0012715,CUST01650,2024-07-06,App,ONLINE,Returned,2024,7
ORD0012716,CUST04613,2024-09-02,Online,ONLINE,Cancelled,2024,9
ORD0012717,CUST00856,2024-11-18,App,ONLINE,Shipped,2024,11
ORD0012718,CUST01596,2023-07-26,App,ONLINE,Shipped,2023,7
ORD0012719,CUST04297,2023-09-17,Online,ONLINE,Delivered,2023,9
ORD0012720,CUST01907,2024-07-03,Online,ONLINE,Delivered,2024,7
ORD0012721,CUST03561,2023-10-31,App,ONLINE,Returned,2023,10
ORD0012722,CUST03560,2023-10-14,Online,ONLINE,Delivered,2023,10
ORD0012723,CUST02990,2024-04-18,Store,STORE004,Returned,2024,4
ORD0012724,CUST04541,2023-05-15,Store,STORE018,Cancelled,2023,5
ORD0012725,CUST01742,2023-05-20,Store,STORE042,Shipped,2023,5
ORD0012726,CUST02690,2023-10-20,App,ONLINE,Cancelled,2023,10
ORD0012727,CUST01257,2023-05-25,App,ONLINE,Cancelled,2023,5
ORD0012728,CUST02021,2023-04-03,Store,STORE002,Cancelled,2023,4
ORD0012729,CUST02539,2023-12-29,Online,ONLINE,Shipped,2023,12
ORD0012730,CUST04349,2024-01-17,Online,ONLINE,Returned,2024,1
ORD0012731,CUST04279,2023-09-09,Store,STORE019,Delivered,2023,9
ORD0012732,CUST02346,2023-12-08,Online,ONLINE,Cancelled,2023,12
ORD0012733,CUST00904,2023-03-20,Store,STORE004,Delivered,2023,3
ORD0012734,CUST01105,2023-03-08,App,ONLINE,Cancelled,2023,3
ORD0012735,CUST02970,2023-09-03,App,ONLINE,Returned,2023,9
ORD0012736,CUST04869,2023-09-22,Online,ONLINE,Shipped,2023,9
ORD0012737,CUST00517,2023-01-08,App,ONLINE,Delivered,2023,1
ORD0012738,CUST00757,2023-08-02,Store,STORE041,Returned,2023,8
ORD0012739,CUST02663,2024-10-02,Store,STORE020,Returned,2024,10
ORD0012740,CUST00371,2024-11-23,Store,STORE019,Shipped,2024,11
ORD0012741,CUST01825,2024-11-30,App,ONLINE,Cancelled,2024,11
ORD0012742,CUST00765,2024-05-23,Online,ONLINE,Shipped,2024,5
ORD0012743,CUST03679,2023-11-15,Store,STORE002,Cancelled,2023,11
ORD0012744,CUST00255,2023-12-10,App,ONLINE,Returned,2023,12
ORD0012745,CUST02058,2023-01-29,App,ONLINE,Cancelled,2023,1
ORD0012746,CUST03059,2024-12-06,Online,ONLINE,Returned,2024,12
ORD0012747,CUST01061,2023-03-02,Store,STORE048,Cancelled,2023,3
ORD0012748,CUST04486,2023-03-24,App,ONLINE,Cancelled,2023,3
ORD0012749,CUST01650,2024-07-01,Online,ONLINE,Shipped,2024,7
ORD0012750,CUST04834,2023-09-12,Online,ONLINE,Cancelled,2023,9
ORD0012751,CUST01986,2024-05-13,Store,STORE014,Shipped,2024,5
ORD0012752,CUST00045,2023-04-15,Store,STORE039,Returned,2023,4
ORD0012753,CUST00981,2024-01-25,App,ONLINE,Returned,2024,1
ORD0012754,CUST04689,2024-06-23,App,ONLINE,Cancelled,2024,6
ORD0012755,CUST04709,2023-06-05,App,ONLINE,Cancelled,2023,6
ORD0012756,CUST01911,2023-02-28,App,ONLINE,Shipped,2023,2
ORD0012757,CUST04118,2024-05-05,Store,STORE015,Delivered,2024,5
ORD0012758,CUST02992,2024-08-17,Online,ONLINE,Shipped,2024,8
ORD0012759,CUST03755,2023-02-27,App,ONLINE,Returned,2023,2
ORD0012760,CUST01901,2024-10-06,Online,ONLINE,Shipped,2024,10
ORD0012761,CUST03182,2024-03-23,Store,STORE015,Cancelled,2024,3
ORD0012762,CUST01788,2024-07-20,Store,STORE023,Delivered,2024,7
ORD0012763,CUST01122,2024-03-09,Online,ONLINE,Returned,2024,3
ORD0012764,CUST04221,2023-02-03,Store,STORE015,Delivered,2023,2
ORD0012765,CUST04616,2023-11-22,App,ONLINE,Shipped,2023,11
ORD0012766,CUST04661,2023-03-14,Store,STORE030,Returned,2023,3
ORD0012767,CUST00329,2023-12-10,Store,STORE044,Delivered,2023,12
ORD0012768,CUST04911,2023-12-13,Store,STORE023,Returned,2023,12
ORD0012769,CUST04360,2024-11-21,Online,ONLINE,Shipped,2024,11
ORD0012770,CUST04717,2023-05-18,App,ONLINE,Delivered,2023,5
ORD0012771,CUST04072,2023-12-12,App,ONLINE,Cancelled,2023,12
ORD0012772,CUST01135,2024-02-28,Store,STORE000,Returned,2024,2
ORD0012773,CUST00601,2023-11-08,Store,STORE028,Delivered,2023,11
ORD0012774,CUST04984,2024-07-05,Online,ONLINE,Returned,2024,7
ORD0012775,CUST02543,2024-07-31,Online,ONLINE,Cancelled,2024,7
ORD0012776,CUST02600,2024-09-15,Store,STORE001,Cancelled,2024,9
ORD0012777,CUST02025,2023-07-28,Store,STORE029,Shipped,2023,7
ORD0012778,CUST01642,2023-11-07,Store,STORE018,Delivered,2023,11
ORD0012779,CUST02123,2024-03-02,Store,STORE000,Cancelled,2024,3
ORD0012780,CUST01489,2024-02-07,App,ONLINE,Cancelled,2024,2
ORD0012781,CUST01451,2023-08-14,Online,ONLINE,Delivered,2023,8
ORD0012782,CUST03423,2024-10-19,Online,ONLINE,Cancelled,2024,10
ORD0012783,CUST02006,2024-04-12,Store,STORE046,Returned,2024,4
ORD0012784,CUST03272,2023-01-05,App,ONLINE,Delivered,2023,1
ORD0012785,CUST04210,2024-03-15,Online,ONLINE,Returned,2024,3
ORD0012786,CUST03053,2023-06-01,Store,STORE030,Delivered,2023,6
ORD0012787,CUST04432,2024-06-14,Online,ONLINE,Cancelled,2024,6
ORD0012788,CUST00597,2023-11-25,App,ONLINE,Cancelled,2023,11
ORD0012789,CUST00140,2023-12-02,Online,ONLINE,Returned,2023,12
ORD0012790,CUST04024,2023-09-19,Online,ONLINE,Cancelled,2023,9
ORD0012791,CUST02905,2023-01-09,Store,STORE044,Shipped,2023,1
ORD0012792,CUST02786,2023-04-13,App,ONLINE,Shipped,2023,4
ORD0012793,CUST02992,2024-06-18,App,ONLINE,Returned,2024,6
ORD0012794,CUST04205,2023-07-04,Store,STORE044,Returned,2023,7
ORD0012795,CUST00714,2023-11-24,Store,STORE030,Returned,2023,11
ORD0012796,CUST02576,2023-10-29,Online,ONLINE,Cancelled,2023,10
ORD0012797,CUST00243,2024-08-27,Online,ONLINE,Shipped,2024,8
ORD0012798,CUST02206,2023-04-20,Store,STORE004,Shipped,2023,4
ORD0012799,CUST04039,2024-09-03,Store,STORE024,Delivered,2024,9
ORD0012800,CUST01192,2023-03-12,App,ONLINE,Shipped,2023,3
ORD0012801,CUST00277,2023-02-19,Online,ONLINE,Shipped,2023,2
ORD0012802,CUST04283,2023-07-07,Online,ONLINE,Shipped,2023,7
ORD0012803,CUST02647,2024-05-02,Store,STORE012,Cancelled,2024,5
ORD0012804,CUST02112,2023-12-21,Online,ONLINE,Returned,2023,12
ORD0012805,CUST01196,2024-01-21,Store,STORE007,Cancelled,2024,1
ORD0012806,CUST00780,2023-03-12,Online,ONLINE,Delivered,2023,3
ORD0012807,CUST02048,2024-12-11,Store,STORE041,Cancelled,2024,12
ORD0012808,CUST04688,2024-05-30,Online,ONLINE,Cancelled,2024,5
ORD0012809,CUST01663,2023-03-02,Online,ONLINE,Cancelled,2023,3
ORD0012810,CUST02707,2023-12-28,Store,STORE021,Delivered,2023,12
ORD0012811,CUST00862,2024-01-19,Store,STORE048,Cancelled,2024,1
ORD0012812,CUST03079,2024-10-13,Store,STORE011,Shipped,2024,10
ORD0012813,CUST04994,2024-12-08,Store,STORE035,Cancelled,2024,12
ORD0012814,CUST04449,2024-08-11,Online,ONLINE,Delivered,2024,8
ORD0012815,CUST04384,2024-12-30,Online,ONLINE,Returned,2024,12
ORD0012816,CUST00426,2023-12-26,Online,ONLINE,Cancelled,2023,12
ORD0012817,CUST00530,2024-11-09,App,ONLINE,Shipped,2024,11
ORD0012818,CUST01614,2023-05-17,Online,ONLINE,Shipped,2023,5
ORD0012819,CUST04500,2023-09-20,App,ONLINE,Returned,2023,9
ORD0012820,CUST00106,2023-08-15,Store,STORE006,Shipped,2023,8
ORD0012821,CUST02675,2023-10-26,App,ONLINE,Delivered,2023,10
ORD0012822,CUST03061,2023-09-04,Online,ONLINE,Delivered,2023,9
ORD0012823,CUST02134,2023-02-12,App,ONLINE,Delivered,2023,2
ORD0012824,CUST01873,2023-05-10,Online,ONLINE,Delivered,2023,5
ORD0012825,CUST03970,2023-04-22,Online,ONLINE,Returned,2023,4
ORD0012826,CUST03268,2023-01-30,Store,STORE044,Shipped,2023,1
ORD0012827,CUST00120,2024-08-12,Store,STORE029,Returned,2024,8
ORD0012828,CUST00800,2023-04-05,Store,STORE007,Returned,2023,4
ORD0012829,CUST04128,2024-03-21,Store,STORE008,Shipped,2024,3
ORD0012830,CUST04142,2023-03-28,Online,ONLINE,Delivered,2023,3
ORD0012831,CUST01713,2023-05-08,Store,STORE030,Shipped,2023,5
ORD0012832,CUST04863,2023-09-06,Store,STORE019,Returned,2023,9
ORD0012833,CUST02404,2023-11-01,Online,ONLINE,Delivered,2023,11
ORD0012834,CUST02216,2024-10-07,Store,STORE043,Returned,2024,10
ORD0012835,CUST00147,2024-02-27,Online,ONLINE,Delivered,2024,2
ORD0012836,CUST01576,2024-03-12,Store,STORE044,Cancelled,2024,3
ORD0012837,CUST00935,2024-07-05,Store,STORE043,Returned,2024,7
ORD0012838,CUST04592,2023-01-24,Store,STORE016,Delivered,2023,1
ORD0012839,CUST01352,2024-03-11,Store,STORE025,Returned,2024,3
ORD0012840,CUST00022,2023-07-25,App,ONLINE,Delivered,2023,7
ORD0012841,CUST01862,2024-04-13,Online,ONLINE,Cancelled,2024,4
ORD0012842,CUST01251,2023-10-26,Online,ONLINE,Returned,2023,10
ORD0012843,CUST03966,2024-04-13,Online,ONLINE,Delivered,2024,4
ORD0012844,CUST03199,2024-03-16,Store,STORE014,Shipped,2024,3
ORD0012845,CUST02411,2023-02-17,Online,ONLINE,Delivered,2023,2
ORD0012846,CUST01542,2023-12-06,Online,ONLINE,Shipped,2023,12
ORD0012847,CUST03860,2024-04-17,Online,ONLINE,Delivered,2024,4
ORD0012848,CUST03856,2024-02-10,Store,STORE008,Delivered,2024,2
ORD0012849,CUST01263,2024-07-31,Store,STORE026,Shipped,2024,7
ORD0012850,CUST01599,2023-07-11,App,ONLINE,Delivered,2023,7
ORD0012851,CUST03731,2024-12-21,Online,ONLINE,Delivered,2024,12
ORD0012852,CUST00886,2024-04-19,App,ONLINE,Returned,2024,4
ORD0012853,CUST04419,2023-06-29,App,ONLINE,Shipped,2023,6
ORD0012854,CUST03393,2023-08-21,Online,ONLINE,Shipped,2023,8
ORD0012855,CUST00682,2023-01-01,Online,ONLINE,Delivered,2023,1
ORD0012856,CUST00762,2024-03-05,App,ONLINE,Cancelled,2024,3
ORD0012857,CUST01956,2024-02-26,App,ONLINE,Shipped,2024,2
ORD0012858,CUST02908,2024-03-08,Store,STORE025,Returned,2024,3
ORD0012859,CUST01467,2023-07-02,Store,STORE047,Delivered,2023,7
ORD0012860,CUST01653,2024-04-28,Online,ONLINE,Cancelled,2024,4
ORD0012861,CUST03270,2023-09-28,App,ONLINE,Shipped,2023,9
ORD0012862,CUST00760,2024-07-05,App,ONLINE,Returned,2024,7
ORD0012863,CUST03896,2024-12-22,App,ONLINE,Cancelled,2024,12
ORD0012864,CUST01021,2023-08-05,Store,STORE024,Returned,2023,8
ORD0012865,CUST00996,2023-09-13,App,ONLINE,Cancelled,2023,9
ORD0012866,CUST00600,2023-09-06,Store,STORE018,Shipped,2023,9
ORD0012867,CUST02892,2024-05-24,Online,ONLINE,Returned,2024,5
ORD0012868,CUST00160,2023-11-09,Online,ONLINE,Shipped,2023,11
ORD0012869,CUST01906,2023-12-22,Online,ONLINE,Cancelled,2023,12
ORD0012870,CUST04901,2024-08-20,Store,STORE043,Shipped,2024,8
ORD0012871,CUST01048,2024-02-14,Online,ONLINE,Delivered,2024,2
ORD0012872,CUST01678,2024-08-24,Online,ONLINE,Cancelled,2024,8
ORD0012873,CUST00869,2023-08-07,App,ONLINE,Returned,2023,8
ORD0012874,CUST01284,2023-06-27,Store,STORE029,Cancelled,2023,6
ORD0012875,CUST03375,2024-01-04,Online,ONLINE,Returned,2024,1
ORD0012876,CUST04562,2024-08-12,App,ONLINE,Cancelled,2024,8
ORD0012877,CUST01864,2024-06-29,App,ONLINE,Returned,2024,6
ORD0012878,CUST04951,2024-07-01,Online,ONLINE,Cancelled,2024,7
ORD0012879,CUST04307,2024-04-08,Store,STORE038,Shipped,2024,4
ORD0012880,CUST04336,2024-04-06,App,ONLINE,Cancelled,2024,4
ORD0012881,CUST01214,2024-08-03,Online,ONLINE,Returned,2024,8
ORD0012882,CUST03032,2023-08-31,Store,STORE041,Returned,2023,8
ORD0012883,CUST01640,2024-05-28,Online,ONLINE,Returned,2024,5
ORD0012884,CUST00633,2024-03-01,Online,ONLINE,Shipped,2024,3
ORD0012885,CUST04411,2023-11-27,Online,ONLINE,Returned,2023,11
ORD0012886,CUST01369,2023-01-20,App,ONLINE,Delivered,2023,1
ORD0012887,CUST00089,2024-08-20,Online,ONLINE,Delivered,2024,8
ORD0012888,CUST02398,2024-08-15,App,ONLINE,Returned,2024,8
ORD0012889,CUST04201,2024-07-29,Store,STORE003,Shipped,2024,7
ORD0012890,CUST00752,2023-07-30,App,ONLINE,Shipped,2023,7
ORD0012891,CUST03803,2024-05-15,Online,ONLINE,Shipped,2024,5
ORD0012892,CUST01837,2024-04-28,Store,STORE007,Delivered,2024,4
ORD0012893,CUST00602,2023-01-19,Store,STORE044,Delivered,2023,1
ORD0012894,CUST04911,2023-08-19,App,ONLINE,Shipped,2023,8
ORD0012895,CUST02380,2024-05-16,Online,ONLINE,Cancelled,2024,5
ORD0012896,CUST00477,2024-07-23,App,ONLINE,Returned,2024,7
ORD0012897,CUST04172,2024-01-05,Online,ONLINE,Returned,2024,1
ORD0012898,CUST04883,2023-10-12,Store,STORE034,Cancelled,2023,10
ORD0012899,CUST01099,2024-05-22,App,ONLINE,Shipped,2024,5
ORD0012900,CUST01731,2024-07-15,Store,STORE049,Shipped,2024,7
ORD0012901,CUST04823,2024-03-21,Store,STORE039,Shipped,2024,3
ORD0012902,CUST01449,2024-03-16,App,ONLINE,Cancelled,2024,3
ORD0012903,CUST03370,2024-06-12,Store,STORE041,Returned,2024,6
ORD0012904,CUST02828,2023-08-05,Online,ONLINE,Returned,2023,8
ORD0012905,CUST03332,2023-09-04,App,ONLINE,Delivered,2023,9
ORD0012906,CUST04278,2024-09-06,Store,STORE023,Delivered,2024,9
ORD0012907,CUST02611,2023-12-12,Store,STORE009,Returned,2023,12
ORD0012908,CUST03255,2024-10-17,Store,STORE005,Shipped,2024,10
ORD0012909,CUST03252,2023-11-28,App,ONLINE,Cancelled,2023,11
ORD0012910,CUST02508,2024-09-23,App,ONLINE,Cancelled,2024,9
ORD0012911,CUST04665,2023-11-23,Online,ONLINE,Shipped,2023,11
ORD0012912,CUST02949,2024-10-16,Store,STORE046,Shipped,2024,10
ORD0012913,CUST02900,2023-07-14,Store,STORE008,Shipped,2023,7
ORD0012914,CUST02982,2023-05-13,Store,STORE032,Returned,2023,5
ORD0012915,CUST01125,2024-01-20,Online,ONLINE,Delivered,2024,1
ORD0012916,CUST02927,2024-03-31,Online,ONLINE,Returned,2024,3
ORD0012917,CUST01935,2023-09-25,App,ONLINE,Returned,2023,9
ORD0012918,CUST02543,2024-06-24,Online,ONLINE,Delivered,2024,6
ORD0012919,CUST03133,2024-02-19,Store,STORE017,Cancelled,2024,2
ORD0012920,CUST04166,2023-08-02,Online,ONLINE,Delivered,2023,8
ORD0012921,CUST02861,2023-03-05,Online,ONLINE,Shipped,2023,3
ORD0012922,CUST01956,2023-10-29,Store,STORE000,Cancelled,2023,10
ORD0012923,CUST01905,2024-10-09,Online,ONLINE,Delivered,2024,10
ORD0012924,CUST03862,2023-11-24,Online,ONLINE,Returned,2023,11
ORD0012925,CUST04143,2024-01-23,Online,ONLINE,Cancelled,2024,1
ORD0012926,CUST00716,2023-12-25,Online,ONLINE,Returned,2023,12
ORD0012927,CUST04824,2024-06-23,App,ONLINE,Cancelled,2024,6
ORD0012928,CUST02925,2024-06-19,App,ONLINE,Shipped,2024,6
ORD0012929,CUST04660,2024-12-22,Online,ONLINE,Returned,2024,12
ORD0012930,CUST04279,2023-03-09,Store,STORE020,Shipped,2023,3
ORD0012931,CUST02546,2023-12-06,Online,ONLINE,Returned,2023,12
ORD0012932,CUST03274,2024-08-19,App,ONLINE,Returned,2024,8
ORD0012933,CUST03055,2023-11-19,Store,STORE021,Delivered,2023,11
ORD0012934,CUST01677,2024-06-13,App,ONLINE,Delivered,2024,6
ORD0012935,CUST01312,2024-03-31,Online,ONLINE,Shipped,2024,3
ORD0012936,CUST02107,2024-08-02,Store,STORE003,Shipped,2024,8
ORD0012937,CUST04038,2024-09-15,Online,ONLINE,Returned,2024,9
ORD0012938,CUST02051,2023-03-20,Store,STORE037,Shipped,2023,3
ORD0012939,CUST02794,2024-07-06,App,ONLINE,Delivered,2024,7
ORD0012940,CUST04661,2024-02-16,Store,STORE003,Returned,2024,2
ORD0012941,CUST03846,2023-03-06,Store,STORE029,Cancelled,2023,3
ORD0012942,CUST02094,2023-09-05,App,ONLINE,Shipped,2023,9
ORD0012943,CUST01906,2024-06-06,Online,ONLINE,Shipped,2024,6
ORD0012944,CUST02479,2024-09-25,Online,ONLINE,Delivered,2024,9
ORD0012945,CUST02287,2024-04-09,Store,STORE012,Shipped,2024,4
ORD0012946,CUST01498,2023-10-26,Online,ONLINE,Cancelled,2023,10
ORD0012947,CUST00736,2023-05-05,App,ONLINE,Delivered,2023,5
ORD0012948,CUST02137,2024-09-02,Store,STORE039,Shipped,2024,9
ORD0012949,CUST03602,2024-06-25,Store,STORE049,Returned,2024,6
ORD0012950,CUST03543,2024-10-26,App,ONLINE,Cancelled,2024,10
ORD0012951,CUST01235,2024-09-06,Online,ONLINE,Cancelled,2024,9
ORD0012952,CUST04299,2024-03-01,App,ONLINE,Shipped,2024,3
ORD0012953,CUST02387,2023-07-24,App,ONLINE,Shipped,2023,7
ORD0012954,CUST01538,2023-08-04,Store,STORE030,Shipped,2023,8
ORD0012955,CUST02809,2023-08-06,App,ONLINE,Returned,2023,8
ORD0012956,CUST01594,2024-06-30,Store,STORE015,Delivered,2024,6
ORD0012957,CUST04552,2023-01-02,Online,ONLINE,Delivered,2023,1
ORD0012958,CUST02034,2023-09-19,Online,ONLINE,Shipped,2023,9
ORD0012959,CUST04168,2024-04-01,Store,STORE019,Shipped,2024,4
ORD0012960,CUST04495,2023-06-10,Online,ONLINE,Delivered,2023,6
ORD0012961,CUST03596,2024-02-15,Online,ONLINE,Shipped,2024,2
ORD0012962,CUST01921,2023-09-15,Store,STORE002,Returned,2023,9
ORD0012963,CUST03570,2024-04-18,App,ONLINE,Shipped,2024,4
ORD0012964,CUST02918,2023-04-09,App,ONLINE,Returned,2023,4
ORD0012965,CUST02419,2023-07-28,Online,ONLINE,Shipped,2023,7
ORD0012966,CUST03518,2023-04-25,Online,ONLINE,Returned,2023,4
ORD0012967,CUST00264,2023-03-01,Online,ONLINE,Shipped,2023,3
ORD0012968,CUST03468,2023-07-02,Online,ONLINE,Cancelled,2023,7
ORD0012969,CUST02777,2023-10-13,Online,ONLINE,Delivered,2023,10
ORD0012970,CUST03322,2024-07-18,Online,ONLINE,Delivered,2024,7
ORD0012971,CUST03885,2024-03-31,Online,ONLINE,Returned,2024,3
ORD0012972,CUST04841,2023-05-25,Store,STORE024,Cancelled,2023,5
ORD0012973,CUST04051,2023-07-10,App,ONLINE,Delivered,2023,7
ORD0012974,CUST02682,2024-06-20,Online,ONLINE,Returned,2024,6
ORD0012975,CUST00311,2024-06-21,Online,ONLINE,Delivered,2024,6
ORD0012976,CUST03632,2023-06-29,Online,ONLINE,Shipped,2023,6
ORD0012977,CUST04171,2023-04-03,Store,STORE033,Cancelled,2023,4
ORD0012978,CUST01196,2023-07-08,Online,ONLINE,Shipped,2023,7
ORD0012979,CUST00310,2023-06-14,App,ONLINE,Cancelled,2023,6
ORD0012980,CUST00296,2024-04-05,App,ONLINE,Returned,2024,4
ORD0012981,CUST00308,2023-02-09,Store,STORE032,Returned,2023,2
ORD0012982,CUST04917,2023-10-07,Store,STORE036,Cancelled,2023,10
ORD0012983,CUST02781,2024-08-11,App,ONLINE,Shipped,2024,8
ORD0012984,CUST04018,2023-05-08,Online,ONLINE,Returned,2023,5
ORD0012985,CUST04812,2024-07-16,Online,ONLINE,Returned,2024,7
ORD0012986,CUST04615,2024-07-14,Online,ONLINE,Returned,2024,7
ORD0012987,CUST03514,2024-06-14,Online,ONLINE,Shipped,2024,6
ORD0012988,CUST01951,2024-02-11,Online,ONLINE,Shipped,2024,2
ORD0012989,CUST02780,2024-02-18,App,ONLINE,Returned,2024,2
ORD0012990,CUST04474,2023-05-07,Online,ONLINE,Shipped,2023,5
ORD0012991,CUST01895,2024-07-04,Store,STORE005,Delivered,2024,7
ORD0012992,CUST02844,2023-11-12,App,ONLINE,Cancelled,2023,11
ORD0012993,CUST03273,2023-10-07,App,ONLINE,Cancelled,2023,10
ORD0012994,CUST00489,2023-04-21,Online,ONLINE,Shipped,2023,4
ORD0012995,CUST04415,2024-11-07,Store,STORE021,Delivered,2024,11
ORD0012996,CUST04595,2024-05-08,Store,STORE002,Shipped,2024,5
ORD0012997,CUST01244,2024-12-10,Online,ONLINE,Delivered,2024,12
ORD0012998,CUST03824,2024-08-08,Online,ONLINE,Shipped,2024,8
ORD0012999,CUST02098,2023-08-08,Online,ONLINE,Shipped,2023,8
ORD0013000,CUST02960,2023-04-18,Online,ONLINE,Shipped,2023,4
ORD0013001,CUST02281,2024-09-21,App,ONLINE,Shipped,2024,9
ORD0013002,CUST00613,2023-07-18,Online,ONLINE,Returned,2023,7
ORD0013003,CUST02412,2023-03-27,App,ONLINE,Returned,2023,3
ORD0013004,CUST03511,2024-07-21,App,ONLINE,Shipped,2024,7
ORD0013005,CUST02137,2024-04-28,Store,STORE024,Shipped,2024,4
ORD0013006,CUST03860,2024-02-27,App,ONLINE,Delivered,2024,2
ORD0013007,CUST02124,2023-08-26,Online,ONLINE,Cancelled,2023,8
ORD0013008,CUST02215,2023-04-20,App,ONLINE,Returned,2023,4
ORD0013009,CUST01279,2024-03-18,Store,STORE013,Returned,2024,3
ORD0013010,CUST04270,2023-12-30,App,ONLINE,Shipped,2023,12
ORD0013011,CUST00602,2024-08-07,Store,STORE018,Cancelled,2024,8
ORD0013012,CUST00363,2024-11-10,Online,ONLINE,Returned,2024,11
ORD0013013,CUST02974,2023-10-08,Store,STORE024,Delivered,2023,10
ORD0013014,CUST01712,2023-12-31,App,ONLINE,Shipped,2023,12
ORD0013015,CUST00418,2024-12-02,Store,STORE038,Returned,2024,12
ORD0013016,CUST01080,2024-04-02,Store,STORE030,Delivered,2024,4
ORD0013017,CUST00000,2024-07-09,App,ONLINE,Cancelled,2024,7
ORD0013018,CUST01487,2023-10-12,Online,ONLINE,Shipped,2023,10
ORD0013019,CUST02004,2024-04-13,Store,STORE021,Shipped,2024,4
ORD0013020,CUST04917,2024-06-19,App,ONLINE,Shipped,2024,6
ORD0013021,CUST04824,2023-12-07,Online,ONLINE,Delivered,2023,12
ORD0013022,CUST01306,2024-07-17,App,ONLINE,Shipped,2024,7
ORD0013023,CUST01955,2024-12-18,Online,ONLINE,Returned,2024,12
ORD0013024,CUST04177,2024-01-25,App,ONLINE,Delivered,2024,1
ORD0013025,CUST02564,2024-12-03,Online,ONLINE,Shipped,2024,12
ORD0013026,CUST01305,2024-06-28,Store,STORE012,Cancelled,2024,6
ORD0013027,CUST04189,2023-04-15,Store,STORE008,Shipped,2023,4
ORD0013028,CUST01344,2024-03-30,Online,ONLINE,Delivered,2024,3
ORD0013029,CUST02375,2023-10-08,App,ONLINE,Cancelled,2023,10
ORD0013030,CUST00719,2024-12-30,Store,STORE021,Cancelled,2024,12
ORD0013031,CUST04990,2024-09-29,Store,STORE049,Delivered,2024,9
